,W/L,Fighter,Kd,Str,Td,Sub,Weight class,Method,Round,Time,Event
159,win,Song Yadong  Marlon Moraes,1  0,14  9,0  0,0  0,Bantamweight,KO/TKO  Punch,1,2:06,"
              UFC Fight Night: Santos vs. Ankalaev
            "
160,win,Sodiq Yusuff  Alex Caceres,0  0,64  66,1  1,0  0,Featherweight,U-DEC,3,5:00,"
              UFC Fight Night: Santos vs. Ankalaev
            "
161,win,Khalil Rountree Jr.  Karl Roberson,2  0,26  17,0  0,0  0,Light Heavyweight,KO/TKO  Punch,2,0:25,"
              UFC Fight Night: Santos vs. Ankalaev
            "
162,win,Drew Dober  Terrance McKinney,1  1,17  36,0  2,0  0,Lightweight,KO/TKO  Punches,1,3:17,"
              UFC Fight Night: Santos vs. Ankalaev
            "
163,win,Alex Pereira  Bruno Silva,0  0,108  59,0  2,0  0,Middleweight,U-DEC,3,5:00,"
              UFC Fight Night: Santos vs. Ankalaev
            "
164,win,Matthew Semelsberger  AJ Fletcher,0  0,40  34,1  4,0  2,Welterweight,U-DEC,3,5:00,"
              UFC Fight Night: Santos vs. Ankalaev
            "
165,win,JJ Aldrich  Gillian Robertson,0  0,60  52,0  1,0  0,Women's Flyweight,U-DEC,3,5:00,"
              UFC Fight Night: Santos vs. Ankalaev
            "
166,win,Javid Basharat  Trevin Jones,0  0,89  62,0  0,0  0,Bantamweight,U-DEC,3,5:00,"
              UFC Fight Night: Santos vs. Ankalaev
            "
167,win,Damon Jackson  Kamuela Kirk,0  0,32  22,2  0,1  0,Featherweight,SUB  Arm Triangle,2,4:42,"
              UFC Fight Night: Santos vs. Ankalaev
            "
168,win,Miranda Maverick  Sabina Mazo,0  0,19  15,4  0,1  0,Women's Flyweight,SUB  Rear Naked Choke,2,2:15,"
              UFC Fight Night: Santos vs. Ankalaev
            "
169,win,Cody Brundage  Dalcha Lungiambula,0  0,4  29,1  1,1  0,Middleweight,SUB  Guillotine Choke,1,3:41,"
              UFC Fight Night: Santos vs. Ankalaev
            "
170,win,Guido Cannetti  Kris Moutinho,0  0,28  11,0  0,0  0,Bantamweight,KO/TKO  Punches,1,2:07,"
              UFC Fight Night: Santos vs. Ankalaev
            "
171,win,Azamat Murzakanov  Tafon Nchukwi,1  0,28  43,1  0,0  0,Light Heavyweight,KO/TKO  Knee,3,0:44,"
              UFC Fight Night: Santos vs. Ankalaev
            "
172,win,Colby Covington  Jorge Masvidal,0  0,94  67,6  0,1  0,Welterweight,U-DEC,5,5:00,"
              UFC 272: Covington vs. Masvidal
            "
173,win,Rafael Dos Anjos  Renato Moicano,1  0,149  88,5  0,0  0,Catch Weight,U-DEC,5,5:00,"
              UFC 272: Covington vs. Masvidal
            "
174,win,Bryce Mitchell  Edson Barboza,1  0,34  16,4  0,0  0,Featherweight,U-DEC,3,5:00,"
              UFC 272: Covington vs. Masvidal
            "
175,win,Kevin Holland  Alex Oliveira,1  0,50  21,0  2,0  1,Welterweight,KO/TKO  Elbows,2,0:38,"
              UFC 272: Covington vs. Masvidal
            "
176,win,Serghei Spivac  Greg Hardy,0  0,14  7,3  0,0  0,Heavyweight,KO/TKO  Punches,1,2:16,"
              UFC 272: Covington vs. Masvidal
            "
177,win,Jalin Turner  Jamie Mullarkey,1  0,52  35,1  1,0  0,Lightweight,KO/TKO  Punch,2,0:46,"
              UFC 272: Covington vs. Masvidal
            "
178,win,Marina Rodriguez  Yan Xiaonan,0  0,72  56,0  2,0  0,Women's Strawweight,S-DEC,3,5:00,"
              UFC 272: Covington vs. Masvidal
            "
179,win,Nicolae Negumereanu  Kennedy Nzechukwu,0  0,64  95,1  0,0  0,Light Heavyweight,S-DEC,3,5:00,"
              UFC 272: Covington vs. Masvidal
            "
180,win,Maryna Moroz  Mariya Agapova,0  0,28  16,2  0,3  0,Women's Flyweight,SUB  Arm Triangle,2,3:27,"
              UFC 272: Covington vs. Masvidal
            "
181,win,Umar Nurmagomedov  Brian Kelleher,0  0,18  1,1  0,1  0,Featherweight,SUB  Rear Naked Choke,1,3:15,"
              UFC 272: Covington vs. Masvidal
            "
182,win,Tim Elliott  Tagir Ulanbekov,1  0,79  90,3  2,0  1,Flyweight,U-DEC,3,5:00,"
              UFC 272: Covington vs. Masvidal
            "
183,win,Ludovit Klein  Devonte Smith,0  0,60  53,0  0,0  0,Lightweight,S-DEC,3,5:00,"
              UFC 272: Covington vs. Masvidal
            "
184,win,Dustin Jacoby  Michal Oleksiejczuk,0  0,89  69,1  1,0  0,Light Heavyweight,U-DEC,3,5:00,"
              UFC 272: Covington vs. Masvidal
            "
185,win,Islam Makhachev  Bobby Green,0  0,14  9,1  0,0  0,Catch Weight,KO/TKO  Punches,1,3:23,"
              UFC Fight Night: Makhachev vs. Green
            "
186,win,Wellington Turman  Misha Cirkunov,0  0,15  30,0  1,2  1,Middleweight,SUB  Armbar,2,1:29,"
              UFC Fight Night: Makhachev vs. Green
            "
187,win,Priscila Cachoeira  Ji Yeon Kim,0  0,102  170,1  0,0  0,Women's Flyweight,U-DEC,3,5:00,"
              UFC Fight Night: Makhachev vs. Green
            "
188,win,Arman Tsarukyan  Joel Alvarez,0  0,36  7,2  0,0  0,Lightweight,KO/TKO  Punches,2,1:57,"
              UFC Fight Night: Makhachev vs. Green
            "
189,win,Armen Petrosyan  Gregory Rodrigues,0  0,127  61,0  2,0  2,Middleweight,S-DEC,3,5:00,"
              UFC Fight Night: Makhachev vs. Green
            "
190,win,Ignacio Bahamondes  Rong Zhu,0  0,126  48,0  1,2  0,Lightweight,SUB  Guillotine Choke,3,1:40,"
              UFC Fight Night: Makhachev vs. Green
            "
191,win,Josiane Nunes  Ramona Pascual,2  0,98  52,0  3,0  0,Women's Featherweight,U-DEC,3,5:00,"
              UFC Fight Night: Makhachev vs. Green
            "
192,win,Terrance McKinney  Fares Ziam,0  0,3  1,0  0,1  0,Lightweight,SUB  Rear Naked Choke,1,2:11,"
              UFC Fight Night: Makhachev vs. Green
            "
193,win,Jonathan Martinez  Alejandro Perez,0  1,74  52,0  0,0  0,Featherweight,U-DEC,3,5:00,"
              UFC Fight Night: Makhachev vs. Green
            "
194,win,Ramiz Brahimaj  Micheal Gillmore,0  0,0  0,1  0,3  0,Welterweight,SUB  Rear Naked Choke,1,2:02,"
              UFC Fight Night: Makhachev vs. Green
            "
195,win,Carlos Hernandez  Victor Altamirano,0  0,84  79,2  1,0  0,Flyweight,S-DEC,3,5:00,"
              UFC Fight Night: Makhachev vs. Green
            "
196,win,Jamahal Hill  Johnny Walker,1  0,6  12,0  0,0  0,Light Heavyweight,KO/TKO  Punch,1,2:55,"
              UFC Fight Night: Walker vs. Hill
            "
197,win,Kyle Daukaus  Jamie Pickett,0  0,6  5,3  0,2  0,Catch Weight,SUB  D'Arce Choke,1,4:59,"
              UFC Fight Night: Walker vs. Hill
            "
198,win,Parker Porter  Alan Baudot,0  0,43  55,2  0,0  0,Heavyweight,U-DEC,3,5:00,"
              UFC Fight Night: Walker vs. Hill
            "
199,win,Jim Miller  Nikolas Motta,1  0,48  21,0  0,0  0,Lightweight,KO/TKO  Punch,2,1:58,"
              UFC Fight Night: Walker vs. Hill
            "
200,win,Joaquin Buckley  Abdul Razak Alhassan,0  0,51  46,5  3,0  0,Middleweight,S-DEC,3,5:00,"
              UFC Fight Night: Walker vs. Hill
            "
201,win,David Onama  Gabriel Benitez,1  0,36  46,0  0,0  0,Featherweight,KO/TKO  Punches,1,4:24,"
              UFC Fight Night: Walker vs. Hill
            "
202,win,Stephanie Egger  Jessica-Rose Clark,0  0,5  2,2  1,1  0,Women's Bantamweight,SUB  Armbar,1,3:44,"
              UFC Fight Night: Walker vs. Hill
            "
203,win,Chas Skelly  Mark Striegl,1  0,14  8,1  0,0  0,Featherweight,KO/TKO  Knee,2,2:01,"
              UFC Fight Night: Walker vs. Hill
            "
204,win,Gloria de Paula  Diana Belbita,0  0,88  87,1  0,0  0,Women's Strawweight,U-DEC,3,5:00,"
              UFC Fight Night: Walker vs. Hill
            "
205,win,Chad Anheliger  Jesse Strader,2  0,67  64,0  4,2  0,Bantamweight,KO/TKO  Punch,3,3:33,"
              UFC Fight Night: Walker vs. Hill
            "
206,win,Jonathan Pearce  Christian Rodriguez,0  0,18  26,6  2,2  3,Featherweight,U-DEC,3,5:00,"
              UFC Fight Night: Walker vs. Hill
            "
207,win,Mario Bautista  Jay Perrin,0  0,72  42,4  2,0  0,Bantamweight,U-DEC,3,5:00,"
              UFC Fight Night: Walker vs. Hill
            "
208,win,Israel Adesanya  Robert Whittaker,1  0,79  59,0  4,0  0,Middleweight,U-DEC,5,5:00,"
              UFC 271: Adesanya vs. Whittaker 2
            "
209,win,Tai Tuivasa  Derrick Lewis,1  0,24  27,0  2,0  0,Heavyweight,KO/TKO  Elbow,2,1:40,"
              UFC 271: Adesanya vs. Whittaker 2
            "
210,win,Jared Cannonier  Derek Brunson,0  1,55  43,1  3,0  1,Middleweight,KO/TKO  Elbows,2,4:29,"
              UFC 271: Adesanya vs. Whittaker 2
            "
211,win,Renato Moicano  Alexander Hernandez,0  0,33  37,2  0,1  0,Lightweight,SUB  Rear Naked Choke,2,1:23,"
              UFC 271: Adesanya vs. Whittaker 2
            "
212,win,Bobby Green  Nasrat Haqparast,0  0,188  76,0  0,0  0,Lightweight,U-DEC,3,5:00,"
              UFC 271: Adesanya vs. Whittaker 2
            "
213,win,Andrei Arlovski  Jared Vanderaa,0  0,64  70,0  0,0  0,Heavyweight,S-DEC,3,5:00,"
              UFC 271: Adesanya vs. Whittaker 2
            "
214,win,Casey O'Neill  Roxanne Modafferi,0  0,229  120,0  2,0  0,Women's Flyweight,S-DEC,3,5:00,"
              UFC 271: Adesanya vs. Whittaker 2
            "
215,win,Kyler Phillips  Marcelo Rojo,0  0,80  55,3  0,2  0,Bantamweight,SUB  Triangle Armbar,3,1:48,"
              UFC 271: Adesanya vs. Whittaker 2
            "
216,win,Carlos Ulberg  Fabio Cherant,0  0,66  13,2  0,0  0,Light Heavyweight,U-DEC,3,5:00,"
              UFC 271: Adesanya vs. Whittaker 2
            "
217,win,Ronnie Lawrence  Mana Martinez,3  2,46  39,6  0,0  1,Bantamweight,U-DEC,3,5:00,"
              UFC 271: Adesanya vs. Whittaker 2
            "
218,win,Jacob Malkoun  AJ Dobson,0  0,80  52,6  0,0  0,Middleweight,U-DEC,3,5:00,"
              UFC 271: Adesanya vs. Whittaker 2
            "
219,win,Douglas Silva de Andrade  Sergey Morozov,3  1,37  32,0  1,2  0,Bantamweight,SUB  Rear Naked Choke,2,3:24,"
              UFC 271: Adesanya vs. Whittaker 2
            "
220,win,Jeremiah Wells  Blood Diamond,0  0,15  1,1  0,1  0,Welterweight,SUB  Rear Naked Choke,1,4:38,"
              UFC 271: Adesanya vs. Whittaker 2
            "
221,win,Maxim Grishin  William Knight,0  0,69  21,0  3,0  0,Heavyweight,U-DEC,3,5:00,"
              UFC 271: Adesanya vs. Whittaker 2
            "
222,win,Sean Strickland  Jack Hermansson,0  0,153  137,0  0,0  0,Middleweight,S-DEC,5,5:00,"
              UFC Fight Night: Hermansson vs. Strickland
            "
223,win,Nick Maximov  Punahele Soriano,0  0,29  45,11  0,1  0,Middleweight,S-DEC,3,5:00,"
              UFC Fight Night: Hermansson vs. Strickland
            "
224,win,Shavkat Rakhmonov  Carlston Harris,1  0,13  10,1  0,0  0,Welterweight,KO/TKO  Kick,1,4:10,"
              UFC Fight Night: Hermansson vs. Strickland
            "
225,win,Brendan Allen  Sam Alvey,1  0,36  24,0  0,1  0,Light Heavyweight,SUB  Rear Naked Choke,2,2:10,"
              UFC Fight Night: Hermansson vs. Strickland
            "
226,win,Bryan Battle  Tresean Gore,0  0,112  57,1  2,0  1,Middleweight,U-DEC,3,5:00,"
              UFC Fight Night: Hermansson vs. Strickland
            "
227,win,Julian Erosa  Steven Peterson,0  0,155  148,3  0,0  2,Featherweight,S-DEC,3,5:00,"
              UFC Fight Night: Hermansson vs. Strickland
            "
228,win,John Castaneda  Miles Johns,1  0,58  34,0  0,1  0,Bantamweight,SUB  Arm Triangle,3,1:38,"
              UFC Fight Night: Hermansson vs. Strickland
            "
229,win,Hakeem Dawodu  Michael Trizano,0  0,141  70,0  1,0  0,Featherweight,U-DEC,3,5:00,"
              UFC Fight Night: Hermansson vs. Strickland
            "
230,win,Chidi Njokuani  Marc-Andre Barriault,1  0,11  2,0  0,0  0,Middleweight,KO/TKO  Punches,1,0:16,"
              UFC Fight Night: Hermansson vs. Strickland
            "
231,win,Alexis Davis  Julija Stoliarenko,0  0,85  56,1  0,0  3,Women's Bantamweight,U-DEC,3,5:00,"
              UFC Fight Night: Hermansson vs. Strickland
            "
232,win,Jailton Almeida  Danilo Marques,0  0,30  0,2  0,0  0,Light Heavyweight,KO/TKO  Punches,1,2:57,"
              UFC Fight Night: Hermansson vs. Strickland
            "
233,win,Phil Rowe  Jason Witt,1  0,8  8,0  4,0  0,Welterweight,KO/TKO  Punches,2,2:15,"
              UFC Fight Night: Hermansson vs. Strickland
            "
234,win,Malcolm Gordon  Denys Bondar,0  0,3  4,1  1,1  0,Flyweight,KO/TKO,1,1:22,"
              UFC Fight Night: Hermansson vs. Strickland
            "
235,win,Francis Ngannou  Ciryl Gane,0  0,43  63,4  1,0  3,Heavyweight,U-DEC,5,5:00,"
              UFC 270: Ngannou vs. Gane
            "
236,win,Deiveson Figueiredo  Brandon Moreno,3  0,86  105,2  1,0  0,Flyweight,U-DEC,5,5:00,"
              UFC 270: Ngannou vs. Gane
            "
237,win,Michel Pereira  Andre Fialho,0  0,107  45,1  0,0  0,Welterweight,U-DEC,3,5:00,"
              UFC 270: Ngannou vs. Gane
            "
238,win,Said Nurmagomedov  Cody Stamann,0  0,7  1,0  0,1  0,Bantamweight,SUB  Guillotine Choke,1,0:47,"
              UFC 270: Ngannou vs. Gane
            "
239,win,Michael Morales  Trevin Giles,1  0,26  8,0  1,0  1,Welterweight,KO/TKO  Punches,1,4:06,"
              UFC 270: Ngannou vs. Gane
            "
240,win,Victor Henry  Raoni Barcelos,0  0,181  134,0  1,0  0,Bantamweight,U-DEC,3,5:00,"
              UFC 270: Ngannou vs. Gane
            "
241,win,Jack Della Maddalena  Pete Rodriguez,1  0,43  25,0  0,0  0,Welterweight,KO/TKO  Punch,1,2:59,"
              UFC 270: Ngannou vs. Gane
            "
242,win,Tony Gravely  Saimon Oliveira,0  0,46  35,11  0,0  4,Bantamweight,U-DEC,3,5:00,"
              UFC 270: Ngannou vs. Gane
            "
243,win,Matt Frevola  Genaro Valdez,4  0,60  10,0  0,0  0,Lightweight,KO/TKO  Punches,1,3:15,"
              UFC 270: Ngannou vs. Gane
            "
244,win,Vanessa Demopoulos  Silvana Gomez Juarez,0  1,4  10,0  0,2  0,Women's Strawweight,SUB  Armbar,1,2:25,"
              UFC 270: Ngannou vs. Gane
            "
245,win,Jasmine Jasudavicius  Kay Hansen,0  0,50  44,2  1,0  0,Women's Flyweight,U-DEC,3,5:00,"
              UFC 270: Ngannou vs. Gane
            "
246,win,Calvin Kattar  Giga Chikadze,1  0,144  128,2  0,1  0,Featherweight,U-DEC,5,5:00,"
              UFC Fight Night: Kattar vs. Chikadze
            "
247,win,Jake Collier  Chase Sherman,0  0,20  10,1  0,1  0,Heavyweight,SUB  Rear Naked Choke,1,2:26,"
              UFC Fight Night: Kattar vs. Chikadze
            "
248,win,Brandon Royval  Rogerio Bontorin,0  0,40  28,0  8,3  0,Flyweight,S-DEC,3,5:00,"
              UFC Fight Night: Kattar vs. Chikadze
            "
249,win,Katlyn Chookagian  Jennifer Maia,0  0,72  52,1  0,0  0,Women's Flyweight,U-DEC,3,5:00,"
              UFC Fight Night: Kattar vs. Chikadze
            "
250,win,Viacheslav Borshchev  Dakota Bush,1  0,16  11,0  2,0  0,Lightweight,KO/TKO  Punch,1,3:47,"
              UFC Fight Night: Kattar vs. Chikadze
            "
251,win,Bill Algeo  Joanderson Brito,0  0,59  40,2  2,0  0,Featherweight,U-DEC,3,5:00,"
              UFC Fight Night: Kattar vs. Chikadze
            "
252,win,Jamie Pickett  Joseph Holmes,0  0,50  51,2  0,0  0,Middleweight,U-DEC,3,5:00,"
              UFC Fight Night: Kattar vs. Chikadze
            "
253,win,Court McGee  Ramiz Brahimaj,1  0,54  32,5  1,1  1,Welterweight,U-DEC,3,5:00,"
              UFC Fight Night: Kattar vs. Chikadze
            "
254,win,Brian Kelleher  Kevin Croom,1  0,38  60,6  0,0  0,Featherweight,U-DEC,3,5:00,"
              UFC Fight Night: Kattar vs. Chikadze
            "
255,win,TJ Brown  Charles Rosa,0  0,58  46,6  0,3  1,Lightweight,U-DEC,3,5:00,"
              UFC Fight Night: Kattar vs. Chikadze
            "
256,win,Derrick Lewis  Chris Daukaus,1  0,14  10,0  0,0  0,Heavyweight,KO/TKO  Punches,1,3:36,"
              UFC Fight Night: Lewis vs. Daukaus
            "
257,win,Belal Muhammad  Stephen Thompson,0  0,58  19,7  0,1  0,Welterweight,U-DEC,3,5:00,"
              UFC Fight Night: Lewis vs. Daukaus
            "
258,win,Amanda Lemos  Angela Hill,1  0,50  48,0  1,0  0,Women's Strawweight,S-DEC,3,5:00,"
              UFC Fight Night: Lewis vs. Daukaus
            "
259,win,Ricky Simon  Raphael Assuncao,1  0,18  7,2  0,0  0,Bantamweight,KO/TKO  Punch,2,2:14,"
              UFC Fight Night: Lewis vs. Daukaus
            "
260,win,Mateusz Gamrot  Diego Ferreira,0  0,25  36,4  0,0  0,Lightweight,KO/TKO  Knee,2,3:26,"
              UFC Fight Night: Lewis vs. Daukaus
            "
261,win,Cub Swanson  Darren Elkins,1  0,18  2,0  0,0  0,Featherweight,KO/TKO  Punches,1,2:12,"
              UFC Fight Night: Lewis vs. Daukaus
            "
262,win,Gerald Meerschaert  Dustin Stoltzfus,0  0,11  12,1  4,3  1,Middleweight,SUB  Rear Naked Choke,3,2:58,"
              UFC Fight Night: Lewis vs. Daukaus
            "
263,win,Justin Tafa  Harry Hunsucker,1  0,5  5,0  0,0  1,Heavyweight,KO/TKO  Kick,1,1:53,"
              UFC Fight Night: Lewis vs. Daukaus
            "
264,win,Melissa Gatto  Sijara Eubanks,1  0,17  14,0  1,0  0,Women's Flyweight,KO/TKO  Kick,3,0:45,"
              UFC Fight Night: Lewis vs. Daukaus
            "
265,win,Charles Jourdain  Andre Ewell,0  0,137  56,0  1,0  0,Featherweight,U-DEC,3,5:00,"
              UFC Fight Night: Lewis vs. Daukaus
            "
266,win,Raquel Pennington  Macy Chiasson,0  0,45  26,0  1,1  0,Women's Featherweight,SUB  Guillotine Choke,2,3:07,"
              UFC Fight Night: Lewis vs. Daukaus
            "
267,win,Don'Tale Mayes  Josh Parisian,0  0,25  10,6  0,0  0,Heavyweight,KO/TKO  Elbows,3,3:26,"
              UFC Fight Night: Lewis vs. Daukaus
            "
268,win,Jordan Leavitt  Matt Sayles,0  0,9  13,1  1,3  1,Lightweight,SUB  Inverted Triangle,2,2:05,"
              UFC Fight Night: Lewis vs. Daukaus
            "
269,win,Charles Oliveira  Dustin Poirier,0  1,73  58,0  0,3  0,Lightweight,SUB  Rear Naked Choke,3,1:02,"
              UFC 269: Oliveira vs. Poirier
            "
270,win,Julianna Pena  Amanda Nunes,0  0,79  46,1  1,1  0,Women's Bantamweight,SUB  Rear Naked Choke,2,3:26,"
              UFC 269: Oliveira vs. Poirier
            "
271,win,Geoff Neal  Santiago Ponzinibbio,0  0,85  91,0  1,0  0,Welterweight,S-DEC,3,5:00,"
              UFC 269: Oliveira vs. Poirier
            "
272,win,Kai Kara-France  Cody Garbrandt,2  0,23  9,0  0,0  0,Flyweight,KO/TKO  Punches,1,3:21,"
              UFC 269: Oliveira vs. Poirier
            "
273,win,Sean O'Malley  Raulian Paiva,1  0,39  11,0  0,0  0,Bantamweight,KO/TKO  Punches,1,4:42,"
              UFC 269: Oliveira vs. Poirier
            "
274,win,Josh Emmett  Dan Ige,1  0,60  70,0  1,0  0,Featherweight,U-DEC,3,5:00,"
              UFC 269: Oliveira vs. Poirier
            "
275,win,Dominick Cruz  Pedro Munhoz,0  1,103  74,1  0,0  0,Bantamweight,U-DEC,3,5:00,"
              UFC 269: Oliveira vs. Poirier
            "
276,win,Tai Tuivasa  Augusto Sakai,1  0,34  21,0  0,0  0,Heavyweight,KO/TKO  Punches,2,0:26,"
              UFC 269: Oliveira vs. Poirier
            "
277,win,Bruno Silva  Jordan Wright,1  0,19  20,0  0,0  0,Middleweight,KO/TKO  Punches,1,1:28,"
              UFC 269: Oliveira vs. Poirier
            "
278,win,Andre Muniz  Eryk Anders,0  0,8  3,2  0,2  0,Middleweight,SUB  Armbar,1,3:13,"
              UFC 269: Oliveira vs. Poirier
            "
279,win,Erin Blanchfield  Miranda Maverick,0  0,46  21,7  0,1  0,Women's Flyweight,U-DEC,3,5:00,"
              UFC 269: Oliveira vs. Poirier
            "
280,win,Ryan Hall  Darrick Minner,0  0,40  26,0  1,7  0,Featherweight,U-DEC,3,5:00,"
              UFC 269: Oliveira vs. Poirier
            "
281,win,Tony Kelley  Randy Costa,0  0,82  31,0  0,0  0,Bantamweight,KO/TKO  Elbows,2,4:15,"
              UFC 269: Oliveira vs. Poirier
            "
282,win,Gillian Robertson  Priscila Cachoeira,0  0,32  20,1  0,1  0,Women's Flyweight,SUB  Rear Naked Choke,1,4:59,"
              UFC 269: Oliveira vs. Poirier
            "
283,win,Jose Aldo  Rob Font,2  0,86  149,0  1,1  0,Bantamweight,U-DEC,5,5:00,"
              UFC Fight Night: Font vs. Aldo
            "
284,win,Rafael Fiziev  Brad Riddell,0  0,66  59,0  1,0  0,Lightweight,KO/TKO  Kick,3,2:20,"
              UFC Fight Night: Font vs. Aldo
            "
285,win,Jamahal Hill  Jimmy Crute,1  0,4  6,0  0,0  0,Light Heavyweight,KO/TKO  Punch,1,0:48,"
              UFC Fight Night: Font vs. Aldo
            "
